raw_token,n_products,canonical,action,reason
white pepper,195,white pepper,KEEP,"REVIEW: fuzzy-similar to 'water pepper' (sim=0.83); REVIEW: word-containment overlap with ['pepper'] -- not auto-merged, verify manually"
cognac,194,cognac,KEEP,
hay,194,hay,KEEP,
red fruits,193,red fruits,KEEP,"REVIEW: word-containment overlap with ['fruits', 'red fruits sorbet'] -- not auto-merged, verify manually"
vanilla orchid,193,vanilla orchid,KEEP,"REVIEW: fuzzy-similar to 'vanilla pod' (sim=0.80); REVIEW: word-containment overlap with ['orchid', 'vanilla'] -- not auto-merged, verify manually"
grass,192,grass,KEEP,"REVIEW: fuzzy-similar to 'glass' (sim=0.80); REVIEW: word-containment overlap with ['deer tongue grass', 'grass tree', 'grasse rose', 'green grass', 'nut grass'] (+1 more) -- not auto-merged, verify manually"
bamboo,191,bamboo,KEEP,"REVIEW: word-containment overlap with ['bamboo leaf'] -- not auto-merged, verify manually"
pomelo,191,pomelo,KEEP,
australian sandalwood,190,australian sandalwood,KEEP,"REVIEW: word-containment overlap with ['sandalwood'] -- not auto-merged, verify manually"
cherry blossom,188,cherry blossom,KEEP,"REVIEW: word-containment overlap with ['cherry'] -- not auto-merged, verify manually"
italian lemon,185,italian lemon,KEEP,"REVIEW: fuzzy-similar to 'italian melon' (sim=0.85); REVIEW: word-containment overlap with ['lemon'] -- not auto-merged, verify manually"
beeswax,180,beeswax,KEEP,
solar notes,180,solar notes,KEEP,
sichuan pepper,179,sichuan pepper,KEEP,"REVIEW: word-containment overlap with ['pepper'] -- not auto-merged, verify manually"
violet leaves,179,violet leaves,KEEP,"REVIEW: fuzzy-similar to 'violet leaf' (sim=0.83); REVIEW: word-containment overlap with ['violet'] -- not auto-merged, verify manually"
french labdanum,178,french labdanum,KEEP,"REVIEW: word-containment overlap with ['labdanum'] -- not auto-merged, verify manually"
tarragon,178,tarragon,KEEP,
cotton candy,177,cotton candy,KEEP,
pine,177,pine,KEEP,"REVIEW: word-containment overlap with ['canadian pine', 'pine needles', 'pine tar', 'pine tree', 'pine tree needles'] (+2 more) -- not auto-merged, verify manually"
pistachio,176,pistachio,KEEP,"REVIEW: word-containment overlap with ['pistachio blossom', 'pistachio leaf', 'pistachio liquer', 'pistachio spread cream'] -- not auto-merged, verify manually"
hibiscus,172,hibiscus,KEEP,"REVIEW: word-containment overlap with ['hibiscus blossom', 'hibiscus seed'] -- not auto-merged, verify manually"
sandalowood,170,sandalwood,MERGE,fuzzy similarity 0.95
wormwood,168,wormwood,KEEP,
brown sugar,167,brown sugar,KEEP,"REVIEW: fuzzy-similar to 'burnt sugar' (sim=0.82); REVIEW: word-containment overlap with ['sugar'] -- not auto-merged, verify manually"
fir,167,fir,KEEP,"REVIEW: fuzzy-similar to 'fire' (sim=0.86); REVIEW: word-containment overlap with ['balsam fir', 'canadian fir', 'fir resin', 'silver fir'] -- not auto-merged, verify manually"
carrot seeds,166,carrot seeds,KEEP,"REVIEW: word-containment overlap with ['carrot'] -- not auto-merged, verify manually"
dried fruits,163,dried fruits,KEEP,"REVIEW: word-containment overlap with ['fruits'] -- not auto-merged, verify manually"
elemi resin,163,elemi resin,KEEP,"REVIEW: word-containment overlap with ['elemi', 'resin'] -- not auto-merged, verify manually"
iso e super,161,iso e super,KEEP,
guava,160,guava,KEEP,"REVIEW: word-containment overlap with ['guava blossom'] -- not auto-merged, verify manually"
lemon verbena,160,lemon verbena,KEEP,"REVIEW: word-containment overlap with ['lemon', 'verbena'] -- not auto-merged, verify manually"
sweet orange,159,sweet orange,KEEP,"REVIEW: word-containment overlap with ['orange'] -- not auto-merged, verify manually"
teak wood,159,teak wood,KEEP,
blueberry,158,blueberry,KEEP,"REVIEW: word-containment overlap with ['blueberry leaf'] -- not auto-merged, verify manually"
fruits,158,fruits,KEEP,"REVIEW: word-containment overlap with ['berry fruits', 'candied fruits', 'cocktail fruits', 'dried fruits', 'exotic fruits'] (+7 more) -- not auto-merged, verify manually"
sicilian bergamot,158,sicilian bergamot,KEEP,"REVIEW: word-containment overlap with ['bergamot'] -- not auto-merged, verify manually"
ivy,156,ivy,KEEP,
seaweed,156,seaweed,KEEP,
bay leaf,155,bay leaf,KEEP,
italian mandarin,154,italian mandarin,KEEP,"REVIEW: fuzzy-similar to 'indian mandarin' (sim=0.84); REVIEW: word-containment overlap with ['mandarin'] -- not auto-merged, verify manually"
vanila,154,vanilla,MERGE,fuzzy similarity 0.92
flowers,153,flowers,KEEP,"REVIEW: word-containment overlap with ['candied flowers', 'creamy flowers', 'forest flowers notes', 'transparent flowers', 'water flowers'] (+1 more) -- not auto-merged, verify manually"
white peach,153,white peach,KEEP,"REVIEW: fuzzy-similar to 'white pear' (sim=0.86); REVIEW: word-containment overlap with ['peach'] -- not auto-merged, verify manually"
cassia,151,cassia,KEEP,"REVIEW: fuzzy-similar to 'cassis' (sim=0.83); REVIEW: word-containment overlap with ['cassia bourbon'] -- not auto-merged, verify manually"
tobacco leaf,151,tobacco,MERGE,compound substring containment
peach blossom,147,peach blossom,KEEP,"REVIEW: fuzzy-similar to 'pear blossom' (sim=0.88); REVIEW: word-containment overlap with ['peach'] -- not auto-merged, verify manually"
whiskey,147,whiskey,KEEP,"REVIEW: word-containment overlap with ['bourbon whiskey'] -- not auto-merged, verify manually"
akigalawood,146,akigalawood,KEEP,
hawthorn,145,hawthorn,KEEP,
herbal notes,144,,DROP_PLACEHOLDER,"category word, not a specific note (CLAUDE.md section 1)"
precious woods,144,precious woods,KEEP,
dates,143,dates,KEEP,
siam benzoin,143,siam benzoin,KEEP,"REVIEW: word-containment overlap with ['benzoin', 'siam'] -- not auto-merged, verify manually"
vetyver,141,vetyver,KEEP,"REVIEW: fuzzy-similar to 'vetiver' (sim=0.86) -- not auto-merged, verify manually"
pimento,140,pimento,KEEP,"REVIEW: word-containment overlap with ['pimento leaf', 'pimento seeds'] -- not auto-merged, verify manually"
myrtle,135,myrtle,KEEP,
rose petals,135,rose petals,KEEP,"REVIEW: word-containment overlap with ['rose'] -- not auto-merged, verify manually"
bitter almond,134,bitter almond,KEEP,"REVIEW: fuzzy-similar to 'bitter melon' (sim=0.80); REVIEW: word-containment overlap with ['almond'] -- not auto-merged, verify manually"
vanilla bean,133,vanilla,MERGE,compound substring containment
white cedar extract,133,white cedar extract,KEEP,"REVIEW: word-containment overlap with ['cedar'] -- not auto-merged, verify manually"
apple blossom,132,apple blossom,KEEP,"REVIEW: word-containment overlap with ['apple'] -- not auto-merged, verify manually"
cacao pod,132,cacao,MERGE,compound substring containment
gurjan balsam,132,gurjan balsam,KEEP,
rice,132,rice,KEEP,"REVIEW: word-containment overlap with ['rice basmati', 'rice flower', 'rice leaf', 'rice powder', 'rice pudding'] -- not auto-merged, verify manually"
white rose,130,white rose,KEEP,"REVIEW: fuzzy-similar to 'white iris' (sim=0.80); REVIEW: word-containment overlap with ['rose'] -- not auto-merged, verify manually"
mastic or lentisque,128,mastic or lentisque,KEEP,
champagne,126,champagne,KEEP,"REVIEW: word-containment overlap with ['champagne rosé'] -- not auto-merged, verify manually"
white tea,126,white tea,KEEP,"REVIEW: fuzzy-similar to 'white pear' (sim=0.84); REVIEW: word-containment overlap with ['tea'] -- not auto-merged, verify manually"
blackcurrant,124,black currant,MERGE,fuzzy similarity 0.96
champaca,124,champaca,KEEP,"REVIEW: word-containment overlap with ['white champaca', 'yellow champaca'] -- not auto-merged, verify manually"
resin,124,resins,MERGE,fuzzy similarity 0.91
mahogany,123,mahogany,KEEP,"REVIEW: fuzzy-similar to 'mahoganywood' (sim=0.80) -- not auto-merged, verify manually"
pine tree,123,pine tree,KEEP,"REVIEW: fuzzy-similar to 'pine tar' (sim=0.82); REVIEW: word-containment overlap with ['pine'] -- not auto-merged, verify manually"
wild berries,123,wild berries,KEEP,"REVIEW: word-containment overlap with ['berries'] -- not auto-merged, verify manually"
cannabis,121,cannabis,KEEP,
virginian cedar,121,virginia cedar,MERGE,fuzzy similarity 0.97
cucumber,117,cucumber,KEEP,
rose de mai,116,rose de mai,KEEP,"REVIEW: word-containment overlap with ['rose'] -- not auto-merged, verify manually"
indian jasmine,115,indian jasmine,KEEP,"REVIEW: fuzzy-similar to 'indonesian jasmine' (sim=0.88); REVIEW: word-containment overlap with ['jasmine'] -- not auto-merged, verify manually"
metallic notes,115,,DROP_PLACEHOLDER,"category word, not a specific note (CLAUDE.md section 1)"
granny smith apple,114,granny smith apple,KEEP,"REVIEW: word-containment overlap with ['apple'] -- not auto-merged, verify manually"
animal notes,112,animal notes,KEEP,
passion flower,112,passion flower,KEEP,
kumquat,111,kumquat,KEEP,
quince,111,quince,KEEP,
almond blossom,110,almond blossom,KEEP,"REVIEW: word-containment overlap with ['almond'] -- not auto-merged, verify manually"
toffee,110,toffee,KEEP,
big strawberry,108,big strawberry,KEEP,"REVIEW: word-containment overlap with ['strawberry'] -- not auto-merged, verify manually"
mineral notes,108,,DROP_PLACEHOLDER,"category word, not a specific note (CLAUDE.md section 1)"
palo santo,107,palo santo,KEEP,
cranberry,106,cranberry,KEEP,
lime blossom,106,lime blossom,KEEP,"REVIEW: fuzzy-similar to 'linden blossom' (sim=0.85); REVIEW: word-containment overlap with ['lime'] -- not auto-merged, verify manually"
white honey,105,white honey,KEEP,"REVIEW: word-containment overlap with ['honey'] -- not auto-merged, verify manually"
peppermint,104,peppermint,KEEP,"REVIEW: word-containment overlap with ['pepper'] -- not auto-merged, verify manually"
white chocolate,104,white chocolate,KEEP,"REVIEW: word-containment overlap with ['chocolate', 'white chocolate truffle'] -- not auto-merged, verify manually"
cotton flower,100,cotton flower,KEEP,
moroccan rose,100,moroccan rose,KEEP,"REVIEW: word-containment overlap with ['rose'] -- not auto-merged, verify manually"
cypriol,99,cypriol,KEEP,"REVIEW: word-containment overlap with ['cypriol oil', 'cypriol oil or nagarmotha'] -- not auto-merged, verify manually"
sweet pea,99,sweet pea,KEEP,"REVIEW: word-containment overlap with ['pea'] -- not auto-merged, verify manually"
sugar cane,98,sugar,MERGE,compound substring containment
butter,97,butter,KEEP,"REVIEW: fuzzy-similar to 'buttercup' (sim=0.80); REVIEW: word-containment overlap with ['buttercream', 'butterfly orchid', 'buttermilk', 'cacao butter', 'iris butter'] (+3 more) -- not auto-merged, verify manually"
kiwi,97,kiwi,KEEP,"REVIEW: word-containment overlap with ['kiwi flower', 'kiwi jam'] -- not auto-merged, verify manually"
sour cherry,93,sour cherry,KEEP,"REVIEW: word-containment overlap with ['cherry'] -- not auto-merged, verify manually"
tahitian vanilla,93,tahitian vanilla,KEEP,"REVIEW: word-containment overlap with ['vanilla'] -- not auto-merged, verify manually"
earthy notes,92,,DROP_PLACEHOLDER,"category word, not a specific note (CLAUDE.md section 1)"
pink peony,92,pink peony,KEEP,"REVIEW: word-containment overlap with ['peony'] -- not auto-merged, verify manually"
chestnut,91,chestnut,KEEP,
grapes,90,grapes,KEEP,"REVIEW: word-containment overlap with ['pinot noir grapes'] -- not auto-merged, verify manually"
sand,90,sand,KEEP,"REVIEW: fuzzy-similar to 'sandal' (sim=0.80); REVIEW: word-containment overlap with ['sand lily'] -- not auto-merged, verify manually"
carrot,88,carrot seeds,MERGE,compound substring containment
rose water,88,rose water,KEEP,"REVIEW: word-containment overlap with ['rose', 'water'] -- not auto-merged, verify manually"
wisteria,88,wisteria,KEEP,"REVIEW: word-containment overlap with ['wisteria flower', 'wisteria petals'] -- not auto-merged, verify manually"
carambola,87,carambola,KEEP,"REVIEW: word-containment overlap with ['carambola blossom'] -- not auto-merged, verify manually"
cocoa,86,cocoa,KEEP,"REVIEW: fuzzy-similar to 'coca' (sim=0.89); REVIEW: word-containment overlap with ['cocoa shell', 'cocoapulse™', 'hazelnut cocoa spread'] -- not auto-merged, verify manually"
guatemalan cardamom,86,guatemalan cardamom,KEEP,"REVIEW: word-containment overlap with ['cardamom'] -- not auto-merged, verify manually"
sicilian mandarin,85,sicilian mandarin,KEEP,"REVIEW: word-containment overlap with ['mandarin'] -- not auto-merged, verify manually"
white wood,85,white woods,MERGE,fuzzy similarity 0.95
indian oud,84,indian oud,KEEP,"REVIEW: fuzzy-similar to 'indian woods' (sim=0.82); REVIEW: word-containment overlap with ['oud'] -- not auto-merged, verify manually"
rose oil,84,rose oil,KEEP,"REVIEW: fuzzy-similar to 'rose milk' (sim=0.82); REVIEW: word-containment overlap with ['rose'] -- not auto-merged, verify manually"
lemongrass,83,lemongrass,KEEP,"REVIEW: word-containment overlap with ['lemon'] -- not auto-merged, verify manually"
tomato leaf,83,tomato leaf,KEEP,"REVIEW: word-containment overlap with ['tomato'] -- not auto-merged, verify manually"
banana,82,banana,KEEP,"REVIEW: word-containment overlap with ['banana flower', 'banana leaf'] -- not auto-merged, verify manually"
fennel,82,fennel,KEEP,
lemon zest,82,lemon,MERGE,compound substring containment
taif rose,82,taif rose,KEEP,"REVIEW: fuzzy-similar to 'tea rose' (sim=0.82); REVIEW: word-containment overlap with ['rose'] -- not auto-merged, verify manually"
absinthe,81,absinthe,KEEP,
coconut water,81,coconut water,KEEP,"REVIEW: fuzzy-similar to 'coconut powder' (sim=0.81); REVIEW: word-containment overlap with ['coconut', 'water'] -- not auto-merged, verify manually"
indian tuberose,81,indian tuberose,KEEP,"REVIEW: word-containment overlap with ['tuberose'] -- not auto-merged, verify manually"
verbena,81,verbena,KEEP,"REVIEW: word-containment overlap with ['lemon verbena'] -- not auto-merged, verify manually"
tunisian neroli,80,tunisian neroli,KEEP,"REVIEW: word-containment overlap with ['neroli'] -- not auto-merged, verify manually"
calone,78,calone,KEEP,"REVIEW: fuzzy-similar to 'cascalone' (sim=0.80) -- not auto-merged, verify manually"
liquor,78,liquor,KEEP,"REVIEW: word-containment overlap with ['plum liquor'] -- not auto-merged, verify manually"
hiacynth,77,hiacynth,KEEP,
marine notes,77,,DROP_PLACEHOLDER,"category word, not a specific note (CLAUDE.md section 1)"
cambodian oud,75,cambodian oud,KEEP,"REVIEW: word-containment overlap with ['oud'] -- not auto-merged, verify manually"
broom,74,broom,KEEP,"REVIEW: word-containment overlap with ['lydia broom', 'silk vine or milk broom'] -- not auto-merged, verify manually"
dry wood,74,dry wood,KEEP,
turmeric,74,turmeric,KEEP,
fern,73,fern,KEEP,
sorbet,73,sorbet,KEEP,"REVIEW: word-containment overlap with ['red fruits sorbet'] -- not auto-merged, verify manually"
wild strawberry,73,wild strawberry,KEEP,"REVIEW: word-containment overlap with ['strawberry'] -- not auto-merged, verify manually"
iris flower,72,iris flower,KEEP,"REVIEW: word-containment overlap with ['iris'] -- not auto-merged, verify manually"
sesame,72,sesame,KEEP,"REVIEW: word-containment overlap with ['black sesame'] -- not auto-merged, verify manually"
tincture of rose,72,tincture of rose,KEEP,"REVIEW: word-containment overlap with ['rose'] -- not auto-merged, verify manually"
almond milk,71,almond milk,KEEP,"REVIEW: word-containment overlap with ['almond', 'milk'] -- not auto-merged, verify manually"
bourbon geranium,71,bourbon geranium,KEEP,"REVIEW: word-containment overlap with ['geranium'] -- not auto-merged, verify manually"
cade oil,71,cade oil,KEEP,
grasse rose,71,grasse rose,KEEP,"REVIEW: word-containment overlap with ['grass', 'rose'] -- not auto-merged, verify manually"
red rose,70,red rose,KEEP,"REVIEW: word-containment overlap with ['rose'] -- not auto-merged, verify manually"
gin,69,gin,KEEP,
java vetiver oil,69,java vetiver oil,KEEP,"REVIEW: word-containment overlap with ['vetiver'] -- not auto-merged, verify manually"
black amber,68,black amber,KEEP,"REVIEW: word-containment overlap with ['amber'] -- not auto-merged, verify manually"
citrus,68,citrus,KEEP,"REVIEW: word-containment overlap with ['citrus and floral notes', 'citrus blossom', 'citrus leaf', 'citrus leaves', 'citruses water'] (+2 more) -- not auto-merged, verify manually"
